Customer,SP,Sales_2024,INCI,Sales_Product,Composition,Demand_2025,number_of_beauty_care_products_launched,Category,Sales_Demand_Ratio,Category_Sales_Ratio,Log_Sales_2024
Customer EMEA,30570063.0,4007.5,peg-40 hydrogenated castor oil,EUMULGIN CO 40,PEG-40 Hydrogenated Castor Oil,3748.0,38.0,Emollient,1.068951720458789,137.44773063382414,8.296172385483006
Customer Asia,30530336.0,4140.97125,myristyl alcohol,LANETTE 14,Myristyl Alcohol,4124.0,172.0,Emollient,1.003871818181818,133.01753314878735,8.328927100840179
Customer NA,30170753.0,4576.0,peg-12,PLURACARE E 600,PEG-12,7870.0,80.0,Solvent,0.5813746664972684,8.350893039501452,8.428799040653642
Customer NA,30527928.0,4595.625,polyglyceryl-2 dipolyhydroxystearate,DEHYMULS PGPH,Polyglyceryl-2 Dipolyhydroxystearate,4059.0,89.0,Emulsifier,1.1319273399014778,20.31067784149569,8.433077617538633
Customer NA,30527928.0,4595.625,polyglyceryl-2-dipolyhydroxystearate,DEHYMULS PGPH,Polyglyceryl-2 Dipolyhydroxystearate,,,Emulsifier,,20.31067784149569,8.433077617538633
Customer SA,30170706.0,4763.0,peg-8,PLURACARE E 400,PEG-8,8859.0,1.0,Solvent,0.5375846501128668,8.02302887859724,8.46884293047519
Customer SA,30530432.0,5000.075,stearyl alcohol,LANETTE 18,Stearyl Alcohol,8500.0,17.0,Emollient,0.5881749205975767,110.16270366245513,8.51740816830705
Customer EMEA,30170706.0,5280.0,peg-8,PLURACARE E 400,PEG-8,7761.0,13.0,Solvent,0.6802370523061066,7.237440634234592,8.571870752706934
Customer Asia,30536786.0,5555.75,ppg-15 stearyl ether,CETIOL E,PPG-15 Stearyl Ether,6778.0,255.0,Emollient,0.8195530314205635,99.14445043694376,8.622768683964877
Customer Asia,30537460.0,6756.25,cocamidopropyl betaine,DEHYTON KE BENZ,Cocamidopropyl Betaine,21179.0,988.0,Surfactant,0.3189919735599622,126.29182695515583,8.81837128153579
Customer Asia,30530374.0,6984.1,disodium cocoamphodiacetate,DEHYTON DC,Disodium Cocoamphodiacetate,11733.0,1.0,Surfactant,0.5952019771603887,122.17166934404885,8.851534587980852
Customer Asia,30608421.0,7117.5,cetyl acohol,LANETTE 16/MB,Cetyl Alcohol,,,Emollient,,77.3897830017633,8.8704523080538
Customer Asia,30608421.0,7117.5,cetyl alcohol,LANETTE 16/MB,Cetyl Alcohol,4657.0,594.0,Emollient,1.5280163160154572,77.3897830017633,8.8704523080538
Customer Asia,30535708.0,7520.0,cocamidopropyl betaine,EUPERLAN PK 3000 AM,Cocamidopropyl Betaine (and) Glycol Distearate (and) Laureth-4,21179.0,988.0,Surfactant,0.3550519357884797,113.46531328002281,8.925454386826402
Customer Asia,30535708.0,7520.0,glycol distearate,EUPERLAN PK 3000 AM,Cocamidopropyl Betaine (and) Glycol Distearate (and) Laureth-4,16086.0,348.0,Emollient,0.4674581960589296,73.2475771961503,8.925454386826402
Customer Asia,30535708.0,7520.0,laureth- 4,EUPERLAN PK 3000 AM,Cocamidopropyl Betaine (and) Glycol Distearate (and) Laureth-4,,,Surfactant,,113.46531328002281,8.925454386826402
Customer Asia,30535708.0,7520.0,laureth-4,EUPERLAN PK 3000 AM,Cocamidopropyl Betaine (and) Glycol Distearate (and) Laureth-4,23830.0,293.0,Surfactant,0.3155553690571105,113.46531328002281,8.925454386826402
Customer Asia,30528624.0,8264.78947368421,cocamidopropyl betaine,DEHYTON PK 45,Cocamidopropyl Betaine,21179.0,988.0,Surfactant,0.39021668903136025,103.24027715196146,9.019880525800351
Customer Asia,30528624.0,8264.78947368421,cocamidropropyl betaine,DEHYTON PK 45,Cocamidopropyl Betaine,,,Surfactant,,103.24027715196146,9.019880525800351
Customer Asia,30528624.0,8264.78947368421,cocymidopropyl betaine,DEHYTON PK 45,Cocamidopropyl Betaine,,,Surfactant,,103.24027715196146,9.019880525800351
Customer Asia,30636082.0,8520.0,cocamide dea,PLANTAPON WW 1000/MB,Cocamide DEA (and) Laureth-4 (and) MIPA-Laureth Sulfate,4204.0,1.0,Surfactant,2.0261593341260404,100.14778824715629,9.050288983827956
Customer Asia,30636082.0,8520.0,laureth-4,PLANTAPON WW 1000/MB,Cocamide DEA (and) Laureth-4 (and) MIPA-Laureth Sulfate,23830.0,293.0,Surfactant,0.3575175191976837,100.14778824715629,9.050288983827956
Customer Asia,30636082.0,8520.0,mipa-laureth sulfate,PLANTAPON WW 1000/MB,Cocamide DEA (and) Laureth-4 (and) MIPA-Laureth Sulfate,5522.0,47.0,Surfactant,1.5426398696360673,100.14778824715629,9.050288983827956
Customer Asia,30532211.0,10150.0,sodium laureth sulfate,TEXAPON N 701,Sodium Laureth Sulfate,110254.85291100653,907.0,Surfactant,0.09205860489050513,84.06494146460804,9.225327501784431
Customer Asia,30528118.0,10332.05,stearyl alcohol,LANETTE 18 DEO,Stearyl Alcohol,7317.0,375.0,Emollient,1.4118679967204153,53.31195459904378,9.243102775068417
Customer NA,30531263.0,10800.0,c12-15 alkyl benzoate,CETIOL AB,C12-15 Alkyl Benzoate,13716.0,256.0,Emollient,0.7873441714660641,51.00201671435651,9.287394001418473
Customer SA,30534829.0,10800.4,cocamide mea,EUPERLAN PK 710 BENZ,Cocamide MEA (and) Glycol Distearate (and) Sodium Laureth Sulfate,10592.0,13.0,Surfactant,1.0195789672425186,79.00255137455757,9.287431034340747
Customer SA,30534829.0,10800.4,glycol distearate,EUPERLAN PK 710 BENZ,Cocamide MEA (and) Glycol Distearate (and) Sodium Laureth Sulfate,6992.0,18.0,Emollient,1.5444587444587443,51.00012782073352,9.287431034340747
Customer SA,30534829.0,10800.4,sodium laureth sulfate,EUPERLAN PK 710 BENZ,Cocamide MEA (and) Glycol Distearate (and) Sodium Laureth Sulfate,110254.85291100653,179.0,Surfactant,0.09795761145412922,79.00255137455757,9.287431034340747
Customer Asia,30614953.0,11510.0,cetearyl alcohol,LANETTE O/MB,Cetearyl Alcohol,8935.0,1249.3789624421963,Emollient,1.2880483437779768,47.855932277589076,9.351058378915063
Customer SA,30531709.0,16000.0,cetrimonium chloride,QUAFIN CT/G,Cetrimonium Chloride,29280.0,7.0,Hair Conditioner,0.5464294252245483,1.5973711871375156,9.680406499268875
Customer Asia,30528534.0,20592.4578313253,cocamidopropyl betaine,EUPERLAN PK 3000 OK,Cocamidopropyl Betaine (and) Glycerin (and) Glycol Distearate (and) Laureth-4,21179.0,988.0,Surfactant,0.9722595765498253,41.435517938407116,9.93272872333452
Customer Asia,30528534.0,20592.4578313253,glycerin,EUPERLAN PK 3000 OK,Cocamidopropyl Betaine (and) Glycerin (and) Glycol Distearate (and) Laureth-4,26150.0,332.0,Humectant,0.78744437426199,2.529990540780236,9.93272872333452
Customer Asia,30528534.0,20592.4578313253,glycol distearate,EUPERLAN PK 3000 OK,Cocamidopropyl Betaine (and) Glycerin (and) Glycol Distearate (and) Laureth-4,16086.0,348.0,Emollient,1.2800682433844284,26.74871474920001,9.93272872333452
Customer Asia,30528534.0,20592.4578313253,laureth-4,EUPERLAN PK 3000 OK,Cocamidopropyl Betaine (and) Glycerin (and) Glycol Distearate (and) Laureth-4,23830.0,293.0,Surfactant,0.8641038072814947,41.435517938407116,9.93272872333452
Customer NA,30530373.0,27566.7,sodium cocoamphoacetate,DEHYTON MC,Sodium Cocoamphoacetate,25361.0,268.0,Surfactant,1.0869292642536077,30.95253170911903,10.224400076526258
Customer EMEA,30537848.0,0.1666666666666666,carbomer,RHEOCARE C PLUS,Carbomer,2960.106824925816,117.0,Rheology Modifier,5.628525970887324e-05,11624.300284090914,0.15415067982725825
Customer Asia,30832033.0,0.6666666666666666,polyglyceryl-10 stearate,EMULGADE VERDE 10 MS,polyglyceryl-10 stearate,2960.106824925816,64.0,Emulsifier,0.00022514103883549303,140010.38828298546,0.5108256237659907
Customer Asia,30535868.0,1.5799999999999998,gymnema sylvestre leaf extract,PILISOFT LS 9760,Gymnema Sylvestre Leaf Extract (and) Pentylene Glycol (and) Water,2960.106824925816,8.0,Actives,0.0005335842620401185,6122.886473231411,0.947789398933526
Customer Asia,30535868.0,1.5799999999999998,pentylene glycol,PILISOFT LS 9760,Gymnema Sylvestre Leaf Extract (and) Pentylene Glycol (and) Water,2960.106824925816,8.0,Solvent,0.0005335842620401185,24185.877562505477,0.947789398933526
Customer Asia,30240954.0,1.8333333333333333,peg-4,PLURACARE E 200,PEG-4,2960.106824925816,1.0,Solvent,0.0006191378567976059,20843.829026595628,1.041453874828161
Customer Asia,30240954.0,1.8333333333333333,ppg-4,PLURACARE E 200,PEG-4,,,Solvent,,20843.829026595628,1.041453874828161
Customer EMEA,30221690.0,100.20833333333331,diethylamino hydroxybenzoyl hexyl benzoate,UVINUL A PLUS B,Diethylamino Hydroxybenzoyl Hexyl Benzoate (and) Ethylhexyl Methoxycinnamate,146.0,13.0,UV Filter,0.681689342403628,575.0585092311384,4.6171810986542265
Customer EMEA,30221690.0,100.20833333333331,diethylamino hydroxylbenzoyl hexyl benzoate,UVINUL A PLUS B,Diethylamino Hydroxybenzoyl Hexyl Benzoate (and) Ethylhexyl Methoxycinnamate,,,,,,4.6171810986542265
Customer EMEA,30221690.0,100.20833333333331,ethylhexyl methoxycinnamate,UVINUL A PLUS B,Diethylamino Hydroxybenzoyl Hexyl Benzoate (and) Ethylhexyl Methoxycinnamate,834.0,11.0,UV Filter,0.12000998003992014,575.0585092311384,4.6171810986542265
Customer NA,30530123.0,101.3157894736842,hydrogenated vegetable oil,CEGESOFT HF 62,Hydrogenated Vegetable Oil,3775.0,79.0,Emollient,0.02683151204281891,5436.682508979718,4.628064005853944
Customer NA,30530123.0,101.3157894736842,hydrogenated vegetal oil,CEGESOFT HF 62,Hydrogenated Vegetable Oil,,,Emollient,,5436.682508979718,4.628064005853944
Customer Asia,30527906.0,1031.5357142857142,caprylic/capric glycerides,MYRITOL 318,Caprylic/Capric Triglyceride,,,Emollient,,533.9822682692729,6.939772914344193
Customer Asia,30527906.0,1031.5357142857142,caprylic/capric triglyceride,MYRITOL 318,Caprylic/Capric Triglyceride,5090.0,1249.3789624421963,Emollient,0.20261946852989868,533.9822682692729,6.939772914344193
Customer Asia,30528404.0,1038.6666666666667,cocamide mea,EUPERLAN PK 771 BENZ,Cocamide MEA (and) Glycol Distearate (and) Laureth-10 (and) Sodium Laureth Sulfate,1702.0,35.0,Surfactant,0.6099040908201214,821.4946943508712,6.946655427939693
Customer Asia,30528404.0,1038.6666666666667,glycol distearate,EUPERLAN PK 771 BENZ,Cocamide MEA (and) Glycol Distearate (and) Laureth-10 (and) Sodium Laureth Sulfate,16086.0,348.0,Emollient,0.06456559126416776,530.3162200080715,6.946655427939693
Customer Asia,30528404.0,1038.6666666666667,laureth-10,EUPERLAN PK 771 BENZ,Cocamide MEA (and) Glycol Distearate (and) Laureth-10 (and) Sodium Laureth Sulfate,938.0,1.0,Surfactant,1.1061412850550232,821.4946943508712,6.946655427939693
Customer Asia,30528404.0,1038.6666666666667,sodium laureth sulfate,EUPERLAN PK 771 BENZ,Cocamide MEA (and) Glycol Distearate (and) Laureth-10 (and) Sodium Laureth Sulfate,110254.85291100653,907.0,Surfactant,0.009420512736906864,821.4946943508712,6.946655427939693
Customer NA,30537146.0,1040.1515151515152,hydralyzed wheat protein,GLUADIN WLM BENZ,Hydrolyzed Wheat Protein,,,Hair Conditioner,,24.57136159675479,6.948082605719911
Customer NA,30537146.0,1040.1515151515152,hydrolyzed wheat protein,GLUADIN WLM BENZ,Hydrolyzed Wheat Protein,928.0,81.0,Hair Conditioner,1.1196464102815018,24.57136159675479,6.948082605719911
Customer NA,30528395.0,10446.153846153846,peg-7 glyceryl cocoate,CETIOL HE,PEG-7 Glyceryl Cocoate,18385.0,197.0,Emollient,0.568158046674309,52.729625527950326,9.254084861076722
Customer NA,30528395.0,10446.153846153846,peg7-glyceryl cocoate,CETIOL HE,PEG-7 Glyceryl Cocoate,,,Emollient,,52.729625527950326,9.254084861076722
Customer EMEA,30703421.0,109.0909090909091,panthenol,D-PANTHENOL CARE,Panthenol,219.0,151.0,Actives,0.49586776859504134,88.67980575396827,4.701306470754722
Customer EMEA,30538241.0,1116.1290322580646,coco-caprylate,CETIOL C 5,Coco-Caprylate,1149.0,54.0,Emollient,0.9705469845722301,493.51084381406235,7.018517309190903
Customer SA,30528395.0,1127.2727272727273,peg-7 glyceryl cocoate,CETIOL HE,PEG-7 Glyceryl Cocoate,1149.0,6.0,Emollient,0.9802371541501976,488.6322246504478,7.02844318233115
Customer SA,30528395.0,1127.2727272727273,peg7-glyceryl cocoate,CETIOL HE,PEG-7 Glyceryl Cocoate,,,Emollient,,488.6322246504478,7.02844318233115
Customer EMEA,30532521.0,113.88888888888889,laureth-7 citrate,PLANTAPON LC 7,Laureth-7 Citrate,214.0,4.0,Surfactant,0.5297157622739018,7492.031612479946,4.743965477732155
Customer NA,30527906.0,11404.166666666666,caprylic/capric glycerides,MYRITOL 318,Caprylic/Capric Triglyceride,,,Emollient,,48.300046519405214,9.341821748085335
Customer NA,30527906.0,11404.166666666666,caprylic/capric triglyceride,MYRITOL 318,Caprylic/Capric Triglyceride,15851.0,929.0,Emollient,0.7194150054672386,48.300046519405214,9.341821748085335
Customer SA,30527882.0,1155.5555555555557,,,,,,,,,7.053201518179249
Customer Asia,30528410.0,1191.2173913043478,coco-glucoside,EUPERLAN PK 1200,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,7866.0,388.0,Surfactant,0.15141952349108273,716.2917214728355,7.083570206252276
Customer Asia,30528410.0,1191.2173913043478,glycerin,EUPERLAN PK 1200,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,26150.0,332.0,Humectant,0.045551504390055744,43.7356975351261,7.083570206252276
Customer Asia,30528410.0,1191.2173913043478,glycol distearate,EUPERLAN PK 1200,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,16086.0,348.0,Emollient,0.0740484485177067,462.40239987758804,7.083570206252276
Customer Asia,30528395.0,11938.31690140845,peg-7 glyceryl cocoate,CETIOL HE,PEG-7 Glyceryl Cocoate,21966.0,309.0,Emollient,0.5434659671966336,46.138981320730885,9.387592174372669
Customer Asia,30528395.0,11938.31690140845,peg7-glyceryl cocoate,CETIOL HE,PEG-7 Glyceryl Cocoate,,,Emollient,,46.138981320730885,9.387592174372669
Customer NA,30527869.0,12019.285714285714,dicapryly carbonate,CETIOL CC,Dicaprylyl Carbonate,,,Emollient,,45.828162638680126,9.394350977713996
Customer NA,30527869.0,12019.285714285714,dicaprylyl carbonate,CETIOL CC,Dicaprylyl Carbonate,13341.0,272.0,Emollient,0.9008608690065742,45.828162638680126,9.394350977713996
Customer SA,30528624.0,51116.67554526342,cocamidopropyl betaine,DEHYTON PK 45,Cocamidopropyl Betaine,110254.85291100653,176.0,Surfactant,0.4636187031859656,16.692383586452472,10.841885617463284
Customer SA,30528624.0,51116.67554526342,cocamidropropyl betaine,DEHYTON PK 45,Cocamidopropyl Betaine,,,Surfactant,,16.692383586452472,10.841885617463284
Customer SA,30528624.0,51116.67554526342,cocymidopropyl betaine,DEHYTON PK 45,Cocamidopropyl Betaine,,,Surfactant,,16.692383586452472,10.841885617463284
Customer Asia,30530202.0,1261.607142857143,sodium cetearyl sulfate,LANETTE E GRANULES,Sodium Cetearyl Sulfate,1572.0,643.0,Emulsifier,0.8020388702206884,73.98520164045468,7.140934023178051
Customer NA,30570061.0,128.78571428571428,peg-60 hydrogenated castor oil,EUMULGIN CO 60,PEG-60 Hydrogenated Castor Oil,175.0,6.0,Emollient,0.731737012987013,4277.041002335388,4.865884738780912
Customer Asia,30366560.0,1290.4642857142858,poloxamer 184,PLURACARE L 64 G,Poloxamer 184,1277.0,23.0,Surfactant,1.009752962217751,661.2032315125122,7.163531958815777
Customer EMEA,30476426.0,13.333333333333334,buteth-3,CIBAFAST H LIQUID,Buteth-3 (and) Sodium Benzotriazolyl Butylphenol Sulfonate (and) Tributyl Citrate,480.0,4.0,Surfactant,0.027720027720027723,63994.43668993287,2.662587827025453
Customer EMEA,30476426.0,13.333333333333334,sodium benzotriazolyl butylphenol sulfonate,CIBAFAST H LIQUID,Buteth-3 (and) Sodium Benzotriazolyl Butylphenol Sulfonate (and) Tributyl Citrate,2960.106824925816,4.0,UV Filter,0.004502820776709862,4321.924108440274,2.662587827025453
Customer EMEA,30476426.0,13.333333333333334,tributyl citrate,CIBAFAST H LIQUID,Buteth-3 (and) Sodium Benzotriazolyl Butylphenol Sulfonate (and) Tributyl Citrate,2960.106824925816,4.0,Emollient,0.004502820776709862,41311.63353862877,2.662587827025453
Customer EMEA,30527906.0,13.333333333333334,caprylic/capric glycerides,MYRITOL 318,Caprylic/Capric Triglyceride,,,Emollient,,41311.63353862877,2.662587827025453
Customer EMEA,30527906.0,13.333333333333334,caprylic/capric triglyceride,MYRITOL 318,Caprylic/Capric Triglyceride,2448.0,157.0,Emollient,0.005444399074452158,41311.63353862877,2.662587827025453
Customer EMEA,30478125.0,130.35714285714286,tris-biphenyl triazine,TINOSORB A2B,Tris-Biphenyl Triazine (nano),233.0,3.0,UV Filter,0.5570818070818071,442.05981748430196,4.877919894989063
Customer EMEA,30528526.0,1309.090909090909,decyl glucoside,PLANTACARE 2000 UP,Decyl Glucoside,2277.0,15.0,Surfactant,0.5746667730864394,651.7951885085755,7.177851810039991
Customer Asia,30528345.0,13095.978260869566,sodium laureth sulfate,TEXAPON N 70,Sodium Laureth Sulfate,110254.85291100653,907.0,Surfactant,0.11877807767212177,65.15428926873582,9.4801368154723
Customer EMEA,30531446.0,133.33333333333334,glycerin,HISPAGEL 200,Glycerin (and) Glyceryl Polyacrylate,279.0,14.0,Humectant,0.4761904761904762,390.74042643501673,4.9003242732785735
Customer EMEA,30531446.0,133.33333333333334,glyceryl polyacrylate,HISPAGEL 200,Glycerin (and) Glyceryl Polyacrylate,172.0,1.0,Polymer,0.7707129094412332,1.732,4.9003242732785735
Customer NA,30532278.0,135.76923076923077,sodium stearoyl glutamate,EUMULGIN SG,Sodium Stearoyl Glutamate,243.0,49.0,Emulsifier,0.5564312736443884,687.4919915689559,4.918295058612313
Customer NA,30531383.0,1367.655172413793,lauryl glucoside,PLANTAPON LGC SORB,Lauryl Glucoside (and) Sodium Lauryl Glucose Carboxylate,6703.0,85.0,Surfactant,0.20400584314048226,623.8847138345867,7.221583910736532
Customer NA,30531383.0,1367.655172413793,sodium lauryl glucose carboxylate,PLANTAPON LGC SORB,Lauryl Glucoside (and) Sodium Lauryl Glucose Carboxylate,2215.0,24.0,Surfactant,0.6171729117390763,623.8847138345867,7.221583910736532
Customer NA,30531383.0,1367.655172413793,sodium lauryl glucoside carboxylate,PLANTAPON LGC SORB,Lauryl Glucoside (and) Sodium Lauryl Glucose Carboxylate,,,Surfactant,,623.8847138345867,7.221583910736532
Customer NA,30338477.0,1376.5806451612902,dethylamino hydroxybenzoyl hexyl benzoate,UVINUL A PLUS GRANULAR,Diethylamino Hydroxybenzoyl Hexyl Benzoate,,,,,,7.2280840838951015
Customer NA,30338477.0,1376.5806451612902,diethylamino hydoxybenzoyl hexyl benzoate,UVINUL A PLUS GRANULAR,Diethylamino Hydroxybenzoyl Hexyl Benzoate,,,,,,7.2280840838951015
Customer NA,30338477.0,1376.5806451612902,diethylamino hydroxybenzoyl hexyl benzoate,UVINUL A PLUS GRANULAR,Diethylamino Hydroxybenzoyl Hexyl Benzoate,2450.0,53.0,UV Filter,0.5616404101025256,41.86144486467904,7.2280840838951015
Customer NA,30338477.0,1376.5806451612902,diethylamino hydroxylbenzoyl hexyl benzoate,UVINUL A PLUS GRANULAR,Diethylamino Hydroxybenzoyl Hexyl Benzoate,,,,,,7.2280840838951015
Customer Asia,30527789.0,1380.3938356164383,cetearyl isononanoate,CETIOL SN,Cetearyl Isononanoate,1311.0,166.0,Emollient,1.052129447878383,399.03233867244234,7.230848294227396
Customer NA,30527965.0,1381.1206896551723,butryrospermum parkii butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,398.82233655668085,7.231374330221669
Customer NA,30527965.0,1381.1206896551723,butyrospemum parkii butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,398.82233655668085,7.231374330221669
Customer NA,30527965.0,1381.1206896551723,butyrospermum parkii (shea) butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,398.82233655668085,7.231374330221669
Customer NA,30527965.0,1381.1206896551723,butyrospermum parkii butter,CETIOL SB 45,Butyrospermum Parkii Butter,1855.0,222.0,Emollient,0.7441383026159334,398.82233655668085,7.231374330221669
Customer NA,30527965.0,1381.1206896551723,butyrospermum parkii seed butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,398.82233655668085,7.231374330221669
Customer NA,30527965.0,1381.1206896551723,butyrospernum parkii butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,398.82233655668085,7.231374330221669
Customer Asia,30528249.0,14034.941860465116,cetearyl alcohol,LANETTE O,Cetearyl Alcohol,8935.0,1249.3789624421963,Emollient,1.57060674356145,39.24645972824829,9.549376594521908
Customer Asia,30035108.0,1405.1166134185305,edeta,EDETA BS,edeta,,,Chelating Agent,,17.749138702398703,7.248587008773774
Customer Asia,30035108.0,1405.1166134185305,edta,EDETA BS,edeta,2093.0,8.0,Chelating Agent,0.6710203502476267,17.749138702398703,7.248587008773774
Customer NA,30528606.0,14102.239130434782,coco glucoside,PLANTACARE 818 UP,Coco-Glucoside,,,Surfactant,,60.50522530314411,9.554159775546134
Customer NA,30528606.0,14102.239130434782,coco- glucoside,PLANTACARE 818 UP,Coco-Glucoside,,,Surfactant,,60.50522530314411,9.554159775546134
Customer NA,30528606.0,14102.239130434782,cocoa-glucoside,PLANTACARE 818 UP,Coco-Glucoside,,,Surfactant,,60.50522530314411,9.554159775546134
Customer NA,30528606.0,14102.239130434782,coco-glucoside,PLANTACARE 818 UP,Coco-Glucoside,9304.0,439.0,Surfactant,1.5155549844637057,60.50522530314411,9.554159775546134
Customer EMEA,30527869.0,145.83333333333334,dicapryly carbonate,CETIOL CC,Dicaprylyl Carbonate,,,Emollient,,3777.0636378174872,4.9892981567081245
Customer EMEA,30527869.0,145.83333333333334,dicaprylyl carbonate,CETIOL CC,Dicaprylyl Carbonate,125.0,2.0,Emollient,1.1574074074074074,3777.0636378174872,4.9892981567081245
Customer Asia,30527925.0,1493.1057692307693,ethylhexyl stearate,CETIOL 868,Ethylhexyl Stearate,1418.0,184.0,Emollient,1.052223938851846,368.9100878625814,7.3092831591913745
Customer Asia,30035135.0,1495.813953488372,peg-40 hydrogenate castor oil,CREMOPHOR RH 410,PEG-40 Hydrogenated Castor Oil,,,Emollient,,368.2421729189547,7.311094097129398
Customer Asia,30035135.0,1495.813953488372,peg-40 hydrogenated castor oil,CREMOPHOR RH 410,PEG-40 Hydrogenated Castor Oil,7736.0,1108.0,Emollient,0.19333255182737133,368.2421729189547,7.311094097129398
Customer Asia,30534041.0,15.712380952380954,ascorbyl palmitate,CONTROX VP C,Ascorbyl Palmitate (and) Hydrogenated Palm Glycerides Citrate (and) Lecithin (and) Tocopherol,2960.106824925816,37.0,Antioxidant,0.005306252655297093,205.85183960279423,2.8161498191345355
Customer Asia,30534041.0,15.712380952380954,hydrogenated palm glycerides citrate,CONTROX VP C,Ascorbyl Palmitate (and) Hydrogenated Palm Glycerides Citrate (and) Lecithin (and) Tocopherol,2960.106824925816,37.0,Emollient,0.005306252655297093,35056.54440179432,2.8161498191345355
Customer Asia,30534041.0,15.712380952380954,lecithin,CONTROX VP C,Ascorbyl Palmitate (and) Hydrogenated Palm Glycerides Citrate (and) Lecithin (and) Tocopherol,2960.106824925816,37.0,Emulsifier,0.005306252655297093,5940.554721668675,2.8161498191345355
Customer Asia,30534041.0,15.712380952380954,tocopherol,CONTROX VP C,Ascorbyl Palmitate (and) Hydrogenated Palm Glycerides Citrate (and) Lecithin (and) Tocopherol,,,Antioxidant,,205.85183960279423,2.8161498191345355
Customer Asia,30527869.0,1517.6159420289855,dicapryly carbonate,CETIOL CC,Dicaprylyl Carbonate,,,Emollient,,362.952025779741,7.325554634570064
Customer Asia,30527869.0,1517.6159420289855,dicaprylyl carbonate,CETIOL CC,Dicaprylyl Carbonate,2226.0,214.0,Emollient,0.6814620305473666,362.952025779741,7.325554634570064
Customer Asia,30528457.0,1526.1684782608695,behentrimonium chloride,DEHYQUART A-CA,Cetrimonium Chloride,2960.106824925816,9.0,Hair Conditioner,0.5154047349504536,16.746472855555602,7.331170631981704
Customer Asia,30528457.0,1526.1684782608695,cetrimonium chloride,DEHYQUART A-CA,Cetrimonium Chloride,2518.0,29.0,Hair Conditioner,0.6058628337677132,16.746472855555602,7.331170631981704
Customer Asia,30528526.0,15386.445714285714,decyl glucoside,PLANTACARE 2000 UP,Decyl Glucoside,12741.0,679.0,Surfactant,1.2075377267529206,55.45524754125339,9.64130724257654
Customer NA,30530625.0,1543.6842105263158,behenyl alcohol,LANETTE 22,Behenyl Alcohol,2006.0,189.0,Emollient,0.7691500799832166,356.8228377015327,7.3425747739590985
Customer NA,30035019.0,155.55555555555554,vp/va copolymer,LUVISKOL VA 64 POWDER,VP/VA Copolymer,208.0,1.0,Film Former,0.7442849548112705,171.65479995103468,5.053410934562461
Customer NA,30035019.0,155.55555555555554,vp/va copolymer,LUVISKOL VA64 POWDER,VP/VA Copolymer,208.0,1.0,Film Former,0.7442849548112705,171.65479995103468,5.053410934562461
Customer NA,30570063.0,1553.571428571429,peg- 40 hydrogenated castor oil,EUMULGIN CO 40,PEG-40 Hydrogenated Castor Oil,,,Emollient,,354.5519506763541,7.3489551779905575
Customer NA,30570063.0,1553.571428571429,peg-40 hydrogenate castor oil,EUMULGIN CO 40,PEG-40 Hydrogenated Castor Oil,,,Emollient,,354.5519506763541,7.3489551779905575
Customer NA,30570063.0,1553.571428571429,peg-40 hydrogenated castor oil,EUMULGIN CO 40,PEG-40 Hydrogenated Castor Oil,3335.0,357.0,Emollient,0.465698869475848,354.5519506763541,7.3489551779905575
Customer SA,30527919.0,1559.2083333333333,coco caprylate/caprate,CETIOL LC,Coco-Caprylate/Caprate,,,Emollient,,353.2701620042545,7.352574638335522
Customer SA,30527919.0,1559.2083333333333,coco-caprylate/caprate,CETIOL LC,Coco-Caprylate/Caprate,1470.0,1.0,Emollient,1.0599648765012462,353.2701620042545,7.352574638335522
Customer NA,30527768.0,1562.037037037037,glyceryl laurate,MONOMULS 90-L 12,Glyceryl Laurate,2077.0,176.0,Emulsifier,0.7517021352440024,59.75547099214554,7.354386026261673
Customer NA,30530367.0,1571.482142857143,ammonium lauryl sulfate,TEXAPON ALS BENZ,Ammonium Lauryl Sulfate,1430.0,4.0,Surfactant,1.0981706099630628,542.9645890308649,7.360410632616408
Customer EMEA,30532235.0,1584.6153846153843,peg- 6 caprylic/capric glycerides,CETIOL 767,PEG-6 Caprylic/Capric Glycerides,1917.0,1.0,Emollient,0.8261811181519209,347.60597799493473,7.3687278662376485
Customer EMEA,30532235.0,1584.6153846153843,peg-6 caprylic/capric glycerides,CETIOL 767,PEG-6 Caprylic/Capric Glycerides,1473.0,18.0,Emollient,1.075044358626448,347.60597799493473,7.3687278662376485
Customer Asia,30537327.0,1627.9204545454545,decyl glucoside,PLANTASIL MICRO,Decyl Glucoside (and) Dicaprylyl Ether (and) Glyceryl Oleate,12741.0,679.0,Surfactant,0.12776019891268675,524.1405705563282,7.395672776559844
Customer Asia,30537327.0,1627.9204545454545,dicaprylyl ether,PLANTASIL MICRO,Decyl Glucoside (and) Dicaprylyl Ether (and) Glyceryl Oleate,5987.0,667.0,Emollient,0.2718638033643044,338.3591495377149,7.395672776559844
