Customer,SP,Sales_2024,INCI,Sales_Product,Composition,Demand_2025,number_of_beauty_care_products_launched,Category,Sales_Demand_Ratio,Category_Sales_Ratio,Log_Sales_2024
Customer SA,30535439.0,1.0,coco- glucoside,EUPERLAN PCO,Coco-Glucoside (and) Styrene/Acrylates Copolymer,,,Surfactant,,853259.1558657716,0.6931471805599453
Customer SA,30535439.0,1.0,coco-glucoside,EUPERLAN PCO,Coco-Glucoside (and) Styrene/Acrylates Copolymer,2275.0,9.0,Surfactant,0.0004393673110720562,853259.1558657716,0.6931471805599453
Customer SA,30535439.0,1.0,styrene/acrylates copolymer,EUPERLAN PCO,Coco-Glucoside (and) Styrene/Acrylates Copolymer,15995.0,32.0,Film Former,6.251562890722681e-05,26701.857770160947,0.6931471805599453
Customer SA,30536738.0,1.0,acrylate copolymer,RHEOCARE TTA,Acrylates Copolymer,,,Film Former,,26701.857770160947,0.6931471805599453
Customer SA,30536738.0,1.0,acrylates copolymer,RHEOCARE TTA,Acrylates Copolymer,2960.106824925816,30.0,Film Former,0.00033771155825323957,26701.857770160947,0.6931471805599453
Customer SA,30538628.0,1.0,sodium coco-sulfate,TEXAPON K 30 UP,Sodium Coco-Sulfate,867.0,1.0,Surfactant,0.001152073732718894,853259.1558657716,0.6931471805599453
Customer SA,30651792.0,1.0,disodium 2-sulfolaurate,TEXAPON SFA,Disodium 2-Sulfolaurate,710.0,1.0,Surfactant,0.0014064697609001407,853259.1558657716,0.6931471805599453
Customer NA,30530208.0,1.0,caprylyl/capryl glucoside,PLANTACARE 810 UP,Caprylyl/Capryl Glucoside,2960.106824925816,1.0,Surfactant,0.00033771155825323957,853259.1558657716,0.6931471805599453
Customer NA,30795806.0,1.0,algin,VERDESSENCE ALGINATE,Algin,2960.106824925816,46.0,Thickener,0.00033771155825323957,1792.7109523809522,0.6931471805599453
Customer Asia,30530489.0,1.2,cocamide mipa,COMPERLAN IP,Cocamide MIPA,560.0,1.0,Surfactant,0.0021390374331550803,711049.2965548097,0.7884573603642702
Customer SA,30530123.0,1.2,hydrogenated vegetable oil,CEGESOFT HF 62,Hydrogenated Vegetable Oil,600.0,1.0,Emollient,0.0019966722129783694,459018.1504292086,0.7884573603642702
Customer SA,30530123.0,1.2,hydrogenated vegetal oil,CEGESOFT HF 62,Hydrogenated Vegetable Oil,,,Emollient,,459018.1504292086,0.7884573603642702
Customer Asia,30169942.0,1.25,tetrasodium edta,EDETA BX POWDER,Tetrasodium EDETA,2960.106824925816,53.0,Chelating Agent,0.0004221394478165495,19951.68773168819,0.8109302162163288
Customer Asia,30677301.0,1.25,sodium cocoyl isethionate,JORDAPON SCI POWDER,Sodium Cocoyl Isethionate,2960.106824925816,11.0,Surfactant,0.0004221394478165495,682607.3246926173,0.8109302162163288
Customer Asia,30651792.0,1.4,disodium 2-sulfolaurate,TEXAPON SFA,Disodium 2-Sulfolaurate,2960.106824925816,1.0,Surfactant,0.0004727961815545354,609470.8256184083,0.8754687373538999
Customer Asia,30674105.0,1.4,hydrogenated polyisobutene,LUVITOL LITE EM,Hydrogenated Polyisobutene,2960.106824925816,1.0,Emollient,0.0004727961815545354,393444.1289393217,0.8754687373538999
Customer SA,30527834.0,1.5,polyglyceryl-3 diisostearate,LAMEFORM TGI,Polyglyceryl-3 Diisostearate,2960.106824925816,1.0,Emulsifier,0.0005065673373798594,62226.83923688242,0.9162907318741551
Customer SA,30527925.0,1.5,ethylhexyl stearate,CETIOL 868,Ethylhexyl Stearate,2960.106824925816,1.0,Emollient,0.0005065673373798594,367214.52034336684,0.9162907318741551
Customer SA,30527928.0,1.5,polyglyceryl-2 dipolyhydroxystearate,DEHYMULS PGPH,Polyglyceryl-2 Dipolyhydroxystearate,2960.106824925816,1.0,Emulsifier,0.0005065673373798594,62226.83923688242,0.9162907318741551
Customer SA,30527928.0,1.5,polyglyceryl-2-dipolyhydroxystearate,DEHYMULS PGPH,Polyglyceryl-2 Dipolyhydroxystearate,,,Emulsifier,,62226.83923688242,0.9162907318741551
Customer NA,30527787.0,1.5,cocoglycerides,MYRITOL 331,Cocoglycerides,2960.106824925816,1.0,Emollient,0.0005065673373798594,367214.52034336684,0.9162907318741551
Customer NA,30703421.0,1.5,panthenol,D-PANTHENOL CARE,Panthenol,307.0,157.0,Actives,0.00487012987012987,6449.440418470419,0.9162907318741551
Customer Asia,30035021.0,2.0,vp/va copolymer,LUVISKOL VA 37 E,VP/VA Copolymer,2394.0,16.0,Film Former,0.0008350730688935282,13350.928885080473,1.0986122886681096
Customer Asia,30035021.0,2.0,vp/va copolymer,LUVISKOL VA37 E,VP/VA Copolymer,2394.0,16.0,Film Former,0.0008350730688935282,13350.928885080473,1.0986122886681096
Customer Asia,30528344.0,2.0,glycol distearate,CUTINA AGS,Glycol Distearate,16086.0,348.0,Emollient,0.0001243239883135451,275410.89025752514,1.0986122886681096
Customer Asia,30535837.0,2.0,polyquaternium-37,COSMEDIA CTH (E),PPG-1 Trideceth-6 (and) Polyquaternium-37 (and) Propylene Glycol Dicaprylate/Dicaprate,2960.106824925816,15.0,Hair Conditioner,0.0006754231165064791,12778.969497100124,1.0986122886681096
Customer Asia,30535837.0,2.0,ppg-1 trideceth-6,COSMEDIA CTH (E),PPG-1 Trideceth-6 (and) Polyquaternium-37 (and) Propylene Glycol Dicaprylate/Dicaprate,670.0,1.0,Emollient,0.0029806259314456036,275410.89025752514,1.0986122886681096
Customer Asia,30535837.0,2.0,propylene glycol dicaprylate/dicaprate,COSMEDIA CTH (E),PPG-1 Trideceth-6 (and) Polyquaternium-37 (and) Propylene Glycol Dicaprylate/Dicaprate,2960.106824925816,1.0,Emollient,0.0006754231165064791,275410.89025752514,1.0986122886681096
Customer SA,30527869.0,2.25,dicapryly carbonate,CETIOL CC,Dicaprylyl Carbonate,,,Emollient,,244809.68022891122,1.1786549963416462
Customer SA,30527869.0,2.25,dicaprylyl carbonate,CETIOL CC,Dicaprylyl Carbonate,930.0,1.0,Emollient,0.0024167561761546724,244809.68022891122,1.1786549963416462
Customer SA,30533718.0,2.25,cocamidopropyl betaine,EUPERLAN OP WHITE,Cocamidopropyl Betaine (and) Glyceryl Oleate (and) Glycol Distearate (and) Sodium Laureth Sulfate,110254.85291100653,176.0,Surfactant,2.0407079901836113e-05,379226.2914958985,1.1786549963416462
Customer SA,30533718.0,2.25,glyceryl oleate,EUPERLAN OP WHITE,Cocamidopropyl Betaine (and) Glyceryl Oleate (and) Glycol Distearate (and) Sodium Laureth Sulfate,2629.0,46.0,Emollient,0.0008555133079847909,244809.68022891122,1.1786549963416462
Customer SA,30533718.0,2.25,glycol distearate,EUPERLAN OP WHITE,Cocamidopropyl Betaine (and) Glyceryl Oleate (and) Glycol Distearate (and) Sodium Laureth Sulfate,6992.0,18.0,Emollient,0.00032175032175032174,244809.68022891122,1.1786549963416462
Customer SA,30533718.0,2.25,sodium laureth sulfate,EUPERLAN OP WHITE,Cocamidopropyl Betaine (and) Glyceryl Oleate (and) Glycol Distearate (and) Sodium Laureth Sulfate,110254.85291100653,179.0,Surfactant,2.0407079901836113e-05,379226.2914958985,1.1786549963416462
Customer NA,30804392.0,2.25,butyrospermum parkii butter,CEGESOFT SB 45 TR,Butyrospermum Parkii Butter,1855.0,222.0,Emollient,0.0012122844827586207,244809.68022891122,1.1786549963416462
Customer NA,30731503.0,2.4,hydrogenated castor oil,CUTINA HR FLAKES,Hydrogenated Castor Oil,263.0,82.0,Emollient,0.00909090909090909,229509.0752146043,1.2237754316221157
Customer Asia,30528609.0,2.5,disodium lauryl sulfosuccinate,PLANTAPON SUS,Disodium Lauryl Sulfosuccinate,2960.106824925816,4.0,Surfactant,0.000844278895633099,341303.66234630864,1.252762968495368
Customer Asia,30527770.0,3.0,hexyl laurate,CETIOL A,Hexyl Laurate,2960.106824925816,1.0,Emollient,0.0010131346747597188,183607.26017168342,1.3862943611198906
Customer Asia,30785341.0,4.0,12-15 alkyl benzoate,CETIOL ABV,C12-15 Alkyl Benzoate,,,Emollient,,137705.44512876257,1.6094379124341003
Customer Asia,30785341.0,4.0,c12-15 alkyl benzoate,CETIOL ABV,C12-15 Alkyl Benzoate,7057.0,993.0,Emollient,0.0005667327854916407,137705.44512876257,1.6094379124341003
Customer EMEA,30729317.0,5.0,alpinia galanga extract,HYALUFIX GL BC10095,Alpinia Galanga Extract (and) Butylene Glycol (and) Caprylic/Capric Triglyceride (and) Pentylene Glycol (and) Water (and) Xanthan Gum,2960.106824925816,3.0,Actives,0.001688557791266198,1934.8321255411258,1.791759469228055
Customer EMEA,30729317.0,5.0,butylene glycol,HYALUFIX GL BC10095,Alpinia Galanga Extract (and) Butylene Glycol (and) Caprylic/Capric Triglyceride (and) Pentylene Glycol (and) Water (and) Xanthan Gum,2960.106824925816,3.0,Solvent,0.001688557791266198,7642.737309751729,1.791759469228055
Customer EMEA,30729317.0,5.0,caprylic/capric triglyceride,HYALUFIX GL BC10095,Alpinia Galanga Extract (and) Butylene Glycol (and) Caprylic/Capric Triglyceride (and) Pentylene Glycol (and) Water (and) Xanthan Gum,2448.0,157.0,Emollient,0.002041649652919559,110164.35610301005,1.791759469228055
Customer EMEA,30729317.0,5.0,pentylene glycol,HYALUFIX GL BC10095,Alpinia Galanga Extract (and) Butylene Glycol (and) Caprylic/Capric Triglyceride (and) Pentylene Glycol (and) Water (and) Xanthan Gum,2960.106824925816,3.0,Solvent,0.001688557791266198,7642.737309751729,1.791759469228055
Customer EMEA,30729317.0,5.0,xanthan gum,HYALUFIX GL BC10095,Alpinia Galanga Extract (and) Butylene Glycol (and) Caprylic/Capric Triglyceride (and) Pentylene Glycol (and) Water (and) Xanthan Gum,302.0,223.0,Thickener,0.0165016501650165,358.54219047619046,1.791759469228055
Customer SA,30035126.0,5.0,tetrahydroxypropyl ethylenediamine,NEUTROL TE,Tetrahydroxypropyl Ethylenediamine,2960.106824925816,1.0,pH Adjuster,0.001688557791266198,9004.07125400885,1.791759469228055
Customer SA,30055079.0,5.0,ethylhexyl methoxycinnamate,UVINUL MC 80,Ethylhexyl Methoxycinnamate,2960.106824925816,1.0,UV Filter,0.001688557791266198,11525.13095584073,1.791759469228055
Customer SA,30544151.0,5.0,cocamidopropyl betaine,DEHYTON KE UP,Cocamidopropyl Betaine,110254.85291100653,176.0,Surfactant,4.53490664485247e-05,170651.83117315432,1.791759469228055
Customer Asia,30703274.0,5.25,laureth-4,PLANTAPON WW-CF,Laureth-4 (and) MIPA-Laureth Sulfate (and) Propylene Glycol,23830.0,293.0,Surfactant,0.0002203012882380093,162525.5534982422,1.8325814637483102
Customer Asia,30703274.0,5.25,mipa-laureth sulfate,PLANTAPON WW-CF,Laureth-4 (and) MIPA-Laureth Sulfate (and) Propylene Glycol,5522.0,47.0,Surfactant,0.0009505703422053232,162525.5534982422,1.8325814637483102
Customer Asia,30703274.0,5.25,propylene glycol,PLANTAPON WW-CF,Laureth-4 (and) MIPA-Laureth Sulfate (and) Propylene Glycol,5570.0,1249.3789624421963,Solvent,0.000942380183091007,7278.79743785879,1.8325814637483102
Customer SA,30481068.0,5.25,bis-ethylhexyloxyphenol methoxyphenyl triazine,TINOSORB S,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,2960.106824925816,1.0,UV Filter,0.0017729856808295077,10976.315196038791,1.8325814637483102
Customer SA,30527896.0,5.25,octyldodecanol,EUTANOL G,Octyldodecanol,2960.106824925816,22.0,Emollient,0.0017729856808295077,104918.4343838191,1.8325814637483102
Customer EMEA,30054549.0,5.3,polysorbate 20,RETINOL 50 C,Polysorbate 20 (and) Retinol,2550.0,130.0,Emulsifier,0.0020776166209329674,17611.36959534408,1.840549633397487
Customer EMEA,30054549.0,5.3,retinol,RETINOL 50 C,Polysorbate 20 (and) Retinol,2960.106824925816,4.0,Actives,0.0017898712587421698,1825.313325982194,1.840549633397487
Customer EMEA,30314756.0,6.25,caffeine,CAFFEINE POWDER,Caffeine,2960.106824925816,28.0,Actives,0.0021106972390827474,1547.8657004329007,1.9810014688665833
Customer EMEA,30538648.0,7.5,caprylyl caprylate/caprate,CETIOL RLF,Caprylyl Caprylate/Caprate,160.0,1.0,Emollient,0.046583850931677016,73442.90406867336,2.1400661634962708
Customer EMEA,30533558.0,8.0,sodium cetearyl sulfate,LANETTE E,Sodium Cetearyl Sulfate,2960.106824925816,1.0,Emulsifier,0.0027016924660259165,11667.532356915453,2.1972245773362196
Customer Asia,30527866.0,8.3125,cetearyl alcohol,EMULGADE PL 68/50,Cetearyl Alcohol (and) Cetearyl Glucoside,8935.0,1249.3789624421963,Emollient,0.0009302260519247986,66264.27434767522,2.231357583705678
Customer Asia,30527866.0,8.3125,cetearyl glucoside,EMULGADE PL 68/50,Cetearyl Alcohol (and) Cetearyl Glucoside,2960.106824925816,16.0,Emulsifier,0.002807227327980054,11228.903320941188,2.231357583705678
Customer EMEA,30536963.0,10.0,sodium cocoyl glutamate,VIT-A-LIKE SPB LS 9793,Sodium Cocoyl Glutamate (and) Vigna Aconitifolia Seed Extract (and) Water,2960.106824925816,1.0,Surfactant,0.003377115582532396,85325.91558657716,2.3978952727983707
Customer EMEA,30536963.0,10.0,vigna aconitifolia seed extract,VIT-A-LIKE SPB LS 9793,Sodium Cocoyl Glutamate (and) Vigna Aconitifolia Seed Extract (and) Water,2960.106824925816,1.0,Actives,0.003377115582532396,967.4160627705629,2.3978952727983707
Customer EMEA,30537528.0,12.0,arachidyl propionate,LIPODERMOL LS 9884,Arachidyl Propionate (and) Ethyl Linoleate (and) Ethyl Linolenate (and) Ethyl Oleate (and) Lecithin (and) Octyldodecanol (and) Retinyl Palmitate (and) Tocopherol,2960.106824925816,1.0,Emollient,0.004052538699038875,45901.815042920854,2.5649493574615367
Customer EMEA,30537528.0,12.0,ethyl linoleate,LIPODERMOL LS 9884,Arachidyl Propionate (and) Ethyl Linoleate (and) Ethyl Linolenate (and) Ethyl Oleate (and) Lecithin (and) Octyldodecanol (and) Retinyl Palmitate (and) Tocopherol,2960.106824925816,1.0,Emollient,0.004052538699038875,45901.815042920854,2.5649493574615367
Customer EMEA,30537528.0,12.0,ethyl linolenate,LIPODERMOL LS 9884,Arachidyl Propionate (and) Ethyl Linoleate (and) Ethyl Linolenate (and) Ethyl Oleate (and) Lecithin (and) Octyldodecanol (and) Retinyl Palmitate (and) Tocopherol,2960.106824925816,1.0,Emollient,0.004052538699038875,45901.815042920854,2.5649493574615367
Customer EMEA,30537528.0,12.0,ethyl oleate,LIPODERMOL LS 9884,Arachidyl Propionate (and) Ethyl Linoleate (and) Ethyl Linolenate (and) Ethyl Oleate (and) Lecithin (and) Octyldodecanol (and) Retinyl Palmitate (and) Tocopherol,2960.106824925816,1.0,Emollient,0.004052538699038875,45901.815042920854,2.5649493574615367
Customer EMEA,30537528.0,12.0,lecithin,LIPODERMOL LS 9884,Arachidyl Propionate (and) Ethyl Linoleate (and) Ethyl Linolenate (and) Ethyl Oleate (and) Lecithin (and) Octyldodecanol (and) Retinyl Palmitate (and) Tocopherol,2960.106824925816,1.0,Emulsifier,0.004052538699038875,7778.354904610303,2.5649493574615367
Customer EMEA,30537528.0,12.0,octyldodecanol,LIPODERMOL LS 9884,Arachidyl Propionate (and) Ethyl Linoleate (and) Ethyl Linolenate (and) Ethyl Oleate (and) Lecithin (and) Octyldodecanol (and) Retinyl Palmitate (and) Tocopherol,2960.106824925816,1.0,Emollient,0.004052538699038875,45901.815042920854,2.5649493574615367
Customer EMEA,30537528.0,12.0,retinyl palmitate,LIPODERMOL LS 9884,Arachidyl Propionate (and) Ethyl Linoleate (and) Ethyl Linolenate (and) Ethyl Oleate (and) Lecithin (and) Octyldodecanol (and) Retinyl Palmitate (and) Tocopherol,2960.106824925816,1.0,Actives,0.004052538699038875,806.1800523088024,2.5649493574615367
Customer EMEA,30537528.0,12.0,tocopherol,LIPODERMOL LS 9884,Arachidyl Propionate (and) Ethyl Linoleate (and) Ethyl Linolenate (and) Ethyl Oleate (and) Lecithin (and) Octyldodecanol (and) Retinyl Palmitate (and) Tocopherol,,,Antioxidant,,269.5352102989603,2.5649493574615367
Customer Asia,30530121.0,13.9,hydrogenated vegetable oil,CEGESOFT HF 52,Hydrogenated Vegetable Oil,2960.106824925816,103.0,Emollient,0.00469419065972003,39627.46622410433,2.7013612129514133
Customer SA,30532278.0,16.15,sodium stearoyl glutamate,EUMULGIN SG,Sodium Stearoyl Glutamate,2960.106824925816,1.0,Emulsifier,0.005454041665789819,5779.5825916609065,2.841998173611949
Customer EMEA,30537919.0,17.5,hydrolyzed keratin,NUTRILAN KERATIN W PP,Hydrolyzed Keratin,2960.106824925816,9.0,Hair Conditioner,0.005909952269431693,1460.453656811443,2.917770732084279
Customer EMEA,30530964.0,20.0,yeast extract,VITACELL LS 8430,Yeast Extract (US) Yeast Extract (EU),2960.106824925816,1.0,Actives,0.006754231165064792,483.70803138528146,3.044522437723423
Customer Asia,30527889.0,25.0,ppg-1/peg-9 lauryl glycol ether,EUMULGIN L,PPG-1-PEG-9 Lauryl Glycol Ether,,,Solvent,,1528.547461950346,3.258096538021482
Customer Asia,30527889.0,25.0,ppg-1-peg-9 lauryl glycol ether,EUMULGIN L,PPG-1-PEG-9 Lauryl Glycol Ether,2960.106824925816,1.0,Solvent,0.00844278895633099,1528.547461950346,3.258096538021482
Customer EMEA,30527965.0,25.0,butryrospermum parkii butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,22032.87122060201,3.258096538021482
Customer EMEA,30527965.0,25.0,butyrospemum parkii butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,22032.87122060201,3.258096538021482
Customer EMEA,30527965.0,25.0,butyrospermum parkii (shea) butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,22032.87122060201,3.258096538021482
Customer EMEA,30527965.0,25.0,butyrospermum parkii butter,CETIOL SB 45,Butyrospermum Parkii Butter,2960.106824925816,148.0,Emollient,0.00844278895633099,22032.87122060201,3.258096538021482
Customer EMEA,30527965.0,25.0,butyrospermum parkii seed butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,22032.87122060201,3.258096538021482
Customer EMEA,30527965.0,25.0,butyrospernum parkii butter,CETIOL SB 45,Butyrospermum Parkii Butter,,,Emollient,,22032.87122060201,3.258096538021482
Customer EMEA,30527819.0,35.0,cetyl palmitate,CUTINA CP,Cetyl Palmitate,2960.106824925816,8.0,Emollient,0.011819904538863385,15737.765157572865,3.58351893845611
Customer Asia,30538537.0,37.5,hydrolyzed soy protein,GLUADIN SOY BENZ,Hydrolyzed Soy Protein,2960.106824925816,2.0,Hair Conditioner,0.012664183434496485,681.5450398453399,3.6506582412937387
Customer EMEA,30660124.0,37.5,ceteareth-12,EUMULGIN B 1,Ceteareth-12,2960.106824925816,1.0,Emulsifier,0.012664183434496485,2489.0735694752966,3.6506582412937387
Customer EMEA,30484864.0,40.0,octadecyl di-t-butyl-4-hydroxyhydrocinnamate,TINOGARD TS,Octadecyl Di-t-Butyl-4-Hydroxyhydrocinnamate,2960.106824925816,1.0,Antioxidant,0.013508462330129584,80.86056308968809,3.713572066704308
Customer EMEA,30484864.0,40.0,octadecyl-di-t-butyl-4hydroxyhydrocinnamate,TINOGARD TS,Octadecyl Di-t-Butyl-4-Hydroxyhydrocinnamate,,,,,,3.713572066704308
Customer EMEA,30527830.0,40.0,ceteareth-20,EMULGADE 1000 NI,Ceteareth-20 (and) Cetearyl Alcohol,77.0,55.0,Emulsifier,0.5128205128205128,2333.5064713830907,3.713572066704308
Customer EMEA,30527830.0,40.0,cetearyl alcohol,EMULGADE 1000 NI,Ceteareth-20 (and) Cetearyl Alcohol,2786.0,233.0,Emollient,0.014352350197344816,13770.544512876257,3.713572066704308
Customer Asia,30537161.0,40.8048,hydrolyzed keratin,CASHMILAN SPB LS 9864,Aqua (and) Hydrolyzed Keratin,175.0,8.0,Hair Conditioner,0.23184545454545455,626.3463855771931,3.7330111654738447
Customer Asia,30538241.0,43.25,coco-caprylate,CETIOL C 5,Coco-Caprylate,2960.106824925816,3.0,Emollient,0.014606024894452611,12735.763711330643,3.7898553714539385
Customer NA,30527726.0,48.75,tributyl citrate,HYDAGEN CAT,Triethyl Citrate,,,Emollient,,11298.908318257441,3.907010463604602
Customer NA,30527726.0,48.75,triethyl citrate,HYDAGEN CAT,Triethyl Citrate,190.0,39.0,Emollient,0.25523560209424084,11298.908318257441,3.907010463604602
Customer EMEA,30527862.0,50.0,hydrogenated castor oil,CUTINA HR POWDER,Hydrogenated Castor Oil,63.0,5.0,Emollient,0.78125,11016.435610301005,3.9318256327243257
Customer EMEA,30731503.0,50.0,hydrogenated castor oil,CUTINA HR FLAKES,Hydrogenated Castor Oil,63.0,5.0,Emollient,0.78125,11016.435610301005,3.9318256327243257
Customer EMEA,30528320.0,56.0,cetearyl alcohol,LANETTE 1665,Cetearyl Alcohol,2786.0,233.0,Emollient,0.020093290276282743,9836.10322348304,4.04305126783455
Customer EMEA,30527936.0,56.25,ceteareth-20,EUMULGIN B 2,Ceteareth-20,77.0,55.0,Emulsifier,0.7211538461538461,1659.382379650198,4.047427642434349
Customer EMEA,30527936.0,56.25,ceteareth–20,EUMULGIN B 2,Ceteareth-20,,,Emulsifier,,1659.382379650198,4.047427642434349
Customer SA,30528606.0,57.0,coco glucoside,PLANTACARE 818 UP,Coco-Glucoside,,,Surfactant,,14969.458874838097,4.060443010546419
Customer SA,30528606.0,57.0,coco- glucoside,PLANTACARE 818 UP,Coco-Glucoside,,,Surfactant,,14969.458874838097,4.060443010546419
Customer SA,30528606.0,57.0,cocoa-glucoside,PLANTACARE 818 UP,Coco-Glucoside,,,Surfactant,,14969.458874838097,4.060443010546419
Customer SA,30528606.0,57.0,coco-glucoside,PLANTACARE 818 UP,Coco-Glucoside,2275.0,9.0,Surfactant,0.025043936731107205,14969.458874838097,4.060443010546419
Customer Asia,30035153.0,60.0,peg-60 hydrogenated castor oil,CREMOPHOR RH 60,PEG-60 Hydrogenated Castor Oil,132.0,15.0,Emollient,0.45112781954887216,9180.36300858417,4.110873864173311
Customer EMEA,30089491.0,60.0,poloxamer 407,PLURACARE F127 PRILL SURF,Poloxamer 407,2960.106824925816,1.0,Surfactant,0.020262693495194373,14220.985931096193,4.110873864173311
Customer EMEA,30089491.0,60.0,poloxamer 407,PLURACARE F127 PRILL SURFACTANT,Poloxamer 407,2960.106824925816,1.0,Surfactant,0.020262693495194373,14220.985931096193,4.110873864173311
Customer NA,30035087.0,60.0,pvp,LUVISKOL K 90 POWDER,PVP,69.0,11.0,Film Former,0.8571428571428571,445.03096283601576,4.110873864173311
Customer NA,30035087.0,60.0,pvp,LUVISKOL K90 POWDER,PVP,69.0,11.0,Film Former,0.8571428571428571,445.03096283601576,4.110873864173311
Customer NA,30528446.0,60.0,laureth-4,DEHYDOL LS 4 DEO N,Laureth-4,90.0,1.0,Surfactant,0.6593406593406593,14220.985931096193,4.110873864173311
Customer Asia,30531292.0,63.35,peg-16 soy sterol,GENEROL 122 N E-16,PEG-16 Soy Sterol,100.0,1.0,Emollient,0.6272277227722772,8694.89787711208,4.164336934042136
Customer SA,30366560.0,70.5,poloxamer 184,PLURACARE L 64 G,Poloxamer 184,119.0,1.0,Surfactant,0.5875,12102.9667498691,4.269697449699962
Customer EMEA,30537467.0,81.25,hydrogenated vegetable glycerides,CUTINA HVG,Hydrogenated Vegetable Glycerides,119.0,1.0,Emollient,0.6770833333333334,6779.344990954465,4.409763389645481
Customer NA,30035034.0,85.0,va/crotonates copolymer,LUVISET CA 66,VA/Crotonates Copolymer,157.0,1.0,Film Former,0.5379746835443038,314.13950317836407,4.454347296253507
Customer EMEA,30536839.0,92.0,glycerin,HISPAGEL 200 NS,Glycerin (and) Glyceryl Polyacrylate,279.0,14.0,Humectant,0.32857142857142857,566.2904730942272,4.532599493153256
Customer EMEA,30536839.0,92.0,glyceryl polyacrylate,HISPAGEL 200 NS,Glycerin (and) Glyceryl Polyacrylate,172.0,1.0,Polymer,0.5317919075144508,2.5101449275362318,4.532599493153256
Customer EMEA,30532605.0,109.375,pentaerythrityl distearate,CUTINA PES,Pentaerythrityl Distearate,206.0,11.0,Emollient,0.5283816425120773,5036.084850423317,4.703883658924124
Customer EMEA,30527771.0,140.0,hexyldecanol,EUTANOL G 16,Hexyldecanol,194.0,2.0,Emollient,0.717948717948718,3934.4412893932163,4.948759890378168
Customer EMEA,30528618.0,143.575,coco-glucoside,LAMESOFT TM BENZ,Coco-Glucoside (and) Glyceryl Oleate (and) Glyceryl Stearate (and) Glycol Distearate,1906.0,55.0,Surfactant,0.0752884111169376,5942.950763473945,4.973798404044282
Customer EMEA,30528618.0,143.575,glyceryl oleate,LAMESOFT TM BENZ,Coco-Glucoside (and) Glyceryl Oleate (and) Glyceryl Stearate (and) Glycol Distearate,337.0,8.0,Emollient,0.4247781065088757,3836.4741808465983,4.973798404044282
Customer EMEA,30528618.0,143.575,glyceryl stearate,LAMESOFT TM BENZ,Coco-Glucoside (and) Glyceryl Oleate (and) Glyceryl Stearate (and) Glycol Distearate,460.0,171.0,Emollient,0.31144251626898045,3836.4741808465983,4.973798404044282
Customer EMEA,30528618.0,143.575,glycol distearate,LAMESOFT TM BENZ,Coco-Glucoside (and) Glyceryl Oleate (and) Glyceryl Stearate (and) Glycol Distearate,310.0,9.0,Emollient,0.46165594855305464,3836.4741808465983,4.973798404044282
Customer SA,30731503.0,150.0,hydrogenated castor oil,CUTINA HR FLAKES,Hydrogenated Castor Oil,311.0,1.0,Emollient,0.4807692307692308,3672.1452034336685,5.017279836814924
Customer NA,30531250.0,163.296875,sodium polyacrylate,COSMEDIA SP,Sodium Polyacrylate,171.0,32.0,Rheology Modifier,0.9494004360465116,11.864179156409564,5.101675004777128
Customer EMEA,30527787.0,175.0,cocoglycerides,MYRITOL 331,Cocoglycerides,206.0,3.0,Emollient,0.8454106280193237,3147.553031514573,5.170483995038151
Customer NA,30527917.0,175.0,,,,,,,,,5.170483995038151
Customer Asia,30654242.0,176.625,ceteareth-6,EMULGADE A 6,Ceteareth-6 (and) Stearyl Alcohol,171.0,1.0,Emulsifier,1.026889534883721,528.4657260032477,5.179674586417264
Customer Asia,30654242.0,176.625,stearyl alcohol,EMULGADE A 6,Ceteareth-6 (and) Stearyl Alcohol,7317.0,375.0,Emollient,0.024135692812243783,3118.5946525975955,5.179674586417264
Customer Asia,30035087.0,181.8,pvp,LUVISKOL K 90 POWDER,PVP,863.0,9.0,Film Former,0.21041666666666667,146.87490522640783,5.20839265902005
Customer Asia,30035087.0,181.8,pvp,LUVISKOL K90 POWDER,PVP,863.0,9.0,Film Former,0.21041666666666667,146.87490522640783,5.20839265902005
Customer EMEA,30035141.0,200.0,panthenol,D-PANTHENOL USP,Panthenol,219.0,151.0,Actives,0.9090909090909091,48.370803138528146,5.303304908059076
Customer EMEA,30055080.0,200.0,ethylhexyl methoxycinnamate,UVINUL MC 80 N,Ethylhexyl Methoxycinnamate,834.0,11.0,UV Filter,0.23952095808383234,288.12827389601824,5.303304908059076
Customer NA,30527936.0,200.0,ceteareth-20,EUMULGIN B 2,Ceteareth-20,600.0,8.0,Emulsifier,0.33277870216306155,466.7012942766181,5.303304908059076
Customer NA,30527936.0,200.0,ceteareth–20,EUMULGIN B 2,Ceteareth-20,,,Emulsifier,,466.7012942766181,5.303304908059076
Customer Asia,30570061.0,210.0,peg-60 hydrogenated castor oil,EUMULGIN CO 60,PEG-60 Hydrogenated Castor Oil,132.0,15.0,Emollient,1.5789473684210527,2622.9608595954774,5.351858133476067
